# Функція: Вуда
Крок	x1	x2	x3	x4	f(x)
5337	-0.96342278	0.93837261	-0.97404003	0.96001339	7.87695552e+00
5338	-0.96342182	0.93837118	-0.97404051	0.96001482	7.87695551e+00
5339	-0.96342134	0.93836975	-0.97404146	0.96001625	7.87695551e+00
5340	-0.96342039	0.93836832	-0.97404194	0.96001768	7.87695550e+00
5341	-0.96341991	0.93836689	-0.97404289	0.96001911	7.87695550e+00
5342	-0.96341896	0.93836546	-0.97404337	0.96002054	7.87695550e+00
5343	-0.96341801	0.93836403	-0.97404432	0.96002197	7.87695549e+00
5344	-0.96341753	0.93836260	-0.97404528	0.96002340	7.87695549e+00
5345	-0.96341658	0.93836117	-0.97404575	0.96002483	7.87695549e+00
5346	-0.96341610	0.93835974	-0.97404671	0.96002626	7.87695548e+00
5347	-0.96341515	0.93835831	-0.97404718	0.96002769	7.87695548e+00
5348	-0.96341467	0.93835688	-0.97404814	0.96002913	7.87695547e+00
5349	-0.96341372	0.93835545	-0.97404861	0.96003056	7.87695547e+00
5350	-0.96341324	0.93835402	-0.97404957	0.96003199	7.87695547e+00
5351	-0.96341228	0.93835258	-0.97405005	0.96003342	7.87695546e+00
5352	-0.96341133	0.93835115	-0.97405100	0.96003485	7.87695546e+00
5353	-0.96341085	0.93834972	-0.97405148	0.96003628	7.87695545e+00
5354	-0.96340990	0.93834829	-0.97405243	0.96003771	7.87695545e+00
5355	-0.96340942	0.93834686	-0.97405338	0.96003914	7.87695545e+00
5356	-0.96340847	0.93834543	-0.97405386	0.96004057	7.87695544e+00
5357	-0.96340799	0.93834400	-0.97405481	0.96004200	7.87695544e+00
5358	-0.96340704	0.93834257	-0.97405529	0.96004343	7.87695544e+00
5359	-0.96340609	0.93834114	-0.97405624	0.96004486	7.87695543e+00
5360	-0.96340561	0.93833971	-0.97405672	0.96004629	7.87695543e+00
5361	-0.96340466	0.93833828	-0.97405767	0.96004772	7.87695542e+00
5362	-0.96340418	0.93833685	-0.97405815	0.96004915	7.87695542e+00
5363	-0.96340322	0.93833542	-0.97405910	0.96005058	7.87695542e+00
5364	-0.96340275	0.93833399	-0.97405958	0.96005201	7.87695541e+00
5365	-0.96340179	0.93833256	-0.97406054	0.96005344	7.87695541e+00
5366	-0.96340132	0.93833113	-0.97406101	0.96005487	7.87695541e+00
5367	-0.96340036	0.93832970	-0.97406197	0.96005630	7.87695540e+00
5368	-0.96339941	0.93832827	-0.97406292	0.96005774	7.87695540e+00
5369	-0.96339893	0.93832684	-0.97406340	0.96005917	7.87695539e+00
5370	-0.96339798	0.93832541	-0.97406435	0.96006060	7.87695539e+00
5371	-0.96339750	0.93832397	-0.97406483	0.96006203	7.87695539e+00
5372	-0.96339655	0.93832254	-0.97406578	0.96006346	7.87695538e+00
5373	-0.96339607	0.93832111	-0.97406626	0.96006489	7.87695538e+00
5374	-0.96339512	0.93831968	-0.97406721	0.96006632	7.87695537e+00
5375	-0.96339464	0.93831825	-0.97406769	0.96006775	7.87695537e+00
5376	-0.96339369	0.93831682	-0.97406864	0.96006918	7.87695537e+00
5377	-0.96339273	0.93831539	-0.97406912	0.96007061	7.87695536e+00
5378	-0.96339226	0.93831396	-0.97407007	0.96007204	7.87695536e+00
5379	-0.96339130	0.93831253	-0.97407103	0.96007347	7.87695536e+00
5380	-0.96339083	0.93831110	-0.97407150	0.96007490	7.87695535e+00
5381	-0.96338987	0.93830967	-0.97407246	0.96007633	7.87695535e+00
5382	-0.96338940	0.93830824	-0.97407293	0.96007776	7.87695534e+00
5383	-0.96338844	0.93830681	-0.97407389	0.96007919	7.87695534e+00
5384	-0.96338749	0.93830538	-0.97407436	0.96008062	7.87695534e+00
5385	-0.96338701	0.93830395	-0.97407532	0.96008205	7.87695533e+00
5386	-0.96338606	0.93830252	-0.97407579	0.96008348	7.87695533e+00
5387	-0.96338558	0.93830109	-0.97407675	0.96008492	7.87695532e+00
5388	-0.96338463	0.93829966	-0.97407722	0.96008635	7.87695532e+00
5389	-0.96338415	0.93829823	-0.97407818	0.96008778	7.87695532e+00
5390	-0.96338320	0.93829679	-0.97407913	0.96008921	7.87695531e+00
5391	-0.96338272	0.93829536	-0.97407961	0.96009064	7.87695531e+00
5392	-0.96338177	0.93829393	-0.97408056	0.96009207	7.87695531e+00
5393	-0.96338081	0.93829250	-0.97408104	0.96009350	7.87695530e+00
5394	-0.96338034	0.93829107	-0.97408199	0.96009493	7.87695530e+00
5395	-0.96337938	0.93828964	-0.97408247	0.96009636	7.87695529e+00
5396	-0.96337891	0.93828821	-0.97408342	0.96009779	7.87695529e+00
5397	-0.96337795	0.93828678	-0.97408390	0.96009922	7.87695529e+00
5398	-0.96337748	0.93828535	-0.97408485	0.96010065	7.87695528e+00
5399	-0.96337652	0.93828392	-0.97408533	0.96010208	7.87695528e+00
5400	-0.96337557	0.93828249	-0.97408628	0.96010351	7.87695527e+00
5401	-0.96337509	0.93828106	-0.97408724	0.96010494	7.87695527e+00
5402	-0.96337414	0.93827963	-0.97408772	0.96010637	7.87695527e+00
5403	-0.96337366	0.93827820	-0.97408867	0.96010780	7.87695526e+00
5404	-0.96337271	0.93827677	-0.97408915	0.96010923	7.87695526e+00
5405	-0.96337223	0.93827534	-0.97409010	0.96011066	7.87695526e+00
5406	-0.96337128	0.93827391	-0.97409058	0.96011209	7.87695525e+00
5407	-0.96337080	0.93827248	-0.97409153	0.96011353	7.87695525e+00
5408	-0.96336985	0.93827105	-0.97409201	0.96011496	7.87695524e+00
5409	-0.96336889	0.93826962	-0.97409296	0.96011639	7.87695524e+00
5410	-0.96336842	0.93826818	-0.97409344	0.96011782	7.87695524e+00
5411	-0.96336746	0.93826675	-0.97409439	0.96011925	7.87695523e+00
5412	-0.96336699	0.93826532	-0.97409534	0.96012068	7.87695523e+00
5413	-0.96336603	0.93826389	-0.97409582	0.96012211	7.87695522e+00
5414	-0.96336555	0.93826246	-0.97409678	0.96012354	7.87695522e+00
5415	-0.96336460	0.93826103	-0.97409725	0.96012497	7.87695522e+00
5416	-0.96336365	0.93825960	-0.97409821	0.96012640	7.87695521e+00
5417	-0.96336317	0.93825817	-0.97409868	0.96012783	7.87695521e+00
5418	-0.96336222	0.93825674	-0.97409964	0.96012926	7.87695521e+00
5419	-0.96336174	0.93825531	-0.97410011	0.96013069	7.87695520e+00
5420	-0.96336079	0.93825388	-0.97410107	0.96013212	7.87695520e+00
5421	-0.96336031	0.93825245	-0.97410154	0.96013355	7.87695519e+00
5422	-0.96335936	0.93825102	-0.97410250	0.96013498	7.87695519e+00
5423	-0.96335888	0.93824959	-0.97410345	0.96013641	7.87695519e+00
5424	-0.96335793	0.93824816	-0.97410393	0.96013784	7.87695518e+00
5425	-0.96335697	0.93824673	-0.97410488	0.96013927	7.87695518e+00
5426	-0.96335649	0.93824530	-0.97410536	0.96014071	7.87695517e+00
5427	-0.96335554	0.93824387	-0.97410631	0.96014214	7.87695517e+00
5428	-0.96335506	0.93824244	-0.97410679	0.96014357	7.87695517e+00
5429	-0.96335411	0.93824100	-0.97410774	0.96014500	7.87695516e+00
5430	-0.96335363	0.93823957	-0.97410822	0.96014643	7.87695516e+00
5431	-0.96335268	0.93823814	-0.97410917	0.96014786	7.87695516e+00
5432	-0.96335220	0.93823671	-0.97410965	0.96014929	7.87695515e+00
5433	-0.96335125	0.93823528	-0.97411060	0.96015072	7.87695515e+00
5434	-0.96335030	0.93823385	-0.97411156	0.96015215	7.87695514e+00
5435	-0.96334982	0.93823242	-0.97411203	0.96015358	7.87695514e+00
5436	-0.96334887	0.93823099	-0.97411299	0.96015501	7.87695514e+00
5437	-0.96334839	0.93822956	-0.97411346	0.96015644	7.87695513e+00
5438	-0.96334743	0.93822813	-0.97411442	0.96015787	7.87695513e+00
5439	-0.96334696	0.93822670	-0.97411489	0.96015930	7.87695512e+00
5440	-0.96334600	0.93822527	-0.97411585	0.96016073	7.87695512e+00
5441	-0.96334505	0.93822384	-0.97411633	0.96016216	7.87695512e+00
5442	-0.96334457	0.93822241	-0.97411728	0.96016359	7.87695511e+00
5443	-0.96334362	0.93822098	-0.97411776	0.96016502	7.87695511e+00
5444	-0.96334314	0.93821955	-0.97411871	0.96016645	7.87695511e+00
5445	-0.96334219	0.93821812	-0.97411966	0.96016788	7.87695510e+00
5446	-0.96334171	0.93821669	-0.97412014	0.96016932	7.87695510e+00
5447	-0.96334076	0.93821526	-0.97412109	0.96017075	7.87695509e+00
5448	-0.96334028	0.93821383	-0.97412157	0.96017218	7.87695509e+00
5449	-0.96333933	0.93821239	-0.97412252	0.96017361	7.87695509e+00
5450	-0.96333838	0.93821096	-0.97412300	0.96017504	7.87695508e+00
5451	-0.96333790	0.93820953	-0.97412395	0.96017647	7.87695508e+00
5452	-0.96333694	0.93820810	-0.97412443	0.96017790	7.87695507e+00
5453	-0.96333647	0.93820667	-0.97412539	0.96017933	7.87695507e+00
5454	-0.96333551	0.93820524	-0.97412586	0.96018076	7.87695507e+00
5455	-0.96333504	0.93820381	-0.97412682	0.96018219	7.87695506e+00
5456	-0.96333408	0.93820238	-0.97412777	0.96018362	7.87695506e+00
5457	-0.96333313	0.93820095	-0.97412825	0.96018505	7.87695505e+00
5458	-0.96333265	0.93819952	-0.97412920	0.96018648	7.87695505e+00
5459	-0.96333170	0.93819809	-0.97412968	0.96018791	7.87695505e+00
5460	-0.96333122	0.93819666	-0.97413063	0.96018934	7.87695504e+00
5461	-0.96333027	0.93819523	-0.97413111	0.96019077	7.87695504e+00
5462	-0.96332979	0.93819380	-0.97413206	0.96019220	7.87695504e+00
5463	-0.96332884	0.93819237	-0.97413254	0.96019363	7.87695503e+00
5464	-0.96332836	0.93819094	-0.97413349	0.96019506	7.87695503e+00
5465	-0.96332741	0.93818951	-0.97413397	0.96019650	7.87695502e+00
5466	-0.96332645	0.93818808	-0.97413492	0.96019793	7.87695502e+00
5467	-0.96332598	0.93818665	-0.97413540	0.96019936	7.87695502e+00
5468	-0.96332502	0.93818521	-0.97413635	0.96020079	7.87695501e+00
5469	-0.96332455	0.93818378	-0.97413731	0.96020222	7.87695501e+00
5470	-0.96332359	0.93818235	-0.97413778	0.96020365	7.87695500e+00
5471	-0.96332312	0.93818092	-0.97413874	0.96020508	7.87695500e+00
5472	-0.96332216	0.93817949	-0.97413921	0.96020651	7.87695500e+00
5473	-0.96332121	0.93817806	-0.97414017	0.96020794	7.87695499e+00
5474	-0.96332073	0.93817663	-0.97414064	0.96020937	7.87695499e+00
5475	-0.96331978	0.93817520	-0.97414160	0.96021080	7.87695498e+00
5476	-0.96331930	0.93817377	-0.97414207	0.96021223	7.87695498e+00
5477	-0.96331835	0.93817234	-0.97414303	0.96021366	7.87695498e+00
5478	-0.96331787	0.93817091	-0.97414351	0.96021509	7.87695497e+00
5479	-0.96331692	0.93816948	-0.97414446	0.96021652	7.87695497e+00
5480	-0.96331644	0.93816805	-0.97414541	0.96021795	7.87695497e+00
5481	-0.96331549	0.93816662	-0.97414589	0.96021938	7.87695496e+00
5482	-0.96331453	0.93816519	-0.97414684	0.96022081	7.87695496e+00
5483	-0.96331406	0.93816376	-0.97414732	0.96022224	7.87695495e+00
5484	-0.96331310	0.93816233	-0.97414827	0.96022367	7.87695495e+00
5485	-0.96331263	0.93816090	-0.97414875	0.96022511	7.87695495e+00
5486	-0.96331167	0.93815947	-0.97414970	0.96022654	7.87695494e+00
5487	-0.96331120	0.93815804	-0.97415018	0.96022797	7.87695494e+00
5488	-0.96331024	0.93815660	-0.97415113	0.96022940	7.87695493e+00
5489	-0.96330976	0.93815517	-0.97415161	0.96023083	7.87695493e+00
5490	-0.96330881	0.93815374	-0.97415257	0.96023226	7.87695493e+00
5491	-0.96330786	0.93815231	-0.97415352	0.96023369	7.87695492e+00
5492	-0.96330738	0.93815088	-0.97415400	0.96023512	7.87695492e+00
5493	-0.96330643	0.93814945	-0.97415495	0.96023655	7.87695491e+00
5494	-0.96330595	0.93814802	-0.97415543	0.96023798	7.87695491e+00
5495	-0.96330500	0.93814659	-0.97415638	0.96023941	7.87695491e+00
5496	-0.96330452	0.93814516	-0.97415686	0.96024084	7.87695490e+00
5497	-0.96330357	0.93814373	-0.97415781	0.96024227	7.87695490e+00
5498	-0.96330261	0.93814230	-0.97415829	0.96024370	7.87695490e+00
5499	-0.96330214	0.93814087	-0.97415924	0.96024513	7.87695489e+00
5500	-0.96330118	0.93813944	-0.97415972	0.96024656	7.87695489e+00
5501	-0.96330070	0.93813801	-0.97416067	0.96024799	7.87695488e+00
5502	-0.96329975	0.93813658	-0.97416162	0.96024942	7.87695488e+00
5503	-0.96329927	0.93813515	-0.97416210	0.96025085	7.87695488e+00
5504	-0.96329832	0.93813372	-0.97416306	0.96025229	7.87695487e+00
5505	-0.96329784	0.93813229	-0.97416353	0.96025372	7.87695487e+00
5506	-0.96329689	0.93813086	-0.97416449	0.96025515	7.87695486e+00
5507	-0.96329594	0.93812943	-0.97416496	0.96025658	7.87695486e+00
5508	-0.96329546	0.93812799	-0.97416592	0.96025801	7.87695486e+00
5509	-0.96329451	0.93812656	-0.97416639	0.96025944	7.87695485e+00
5510	-0.96329403	0.93812513	-0.97416735	0.96026087	7.87695485e+00
5511	-0.96329308	0.93812370	-0.97416782	0.96026230	7.87695484e+00
5512	-0.96329260	0.93812227	-0.97416878	0.96026373	7.87695484e+00
5513	-0.96329165	0.93812084	-0.97416973	0.96026516	7.87695484e+00
5514	-0.96329069	0.93811941	-0.97417021	0.96026659	7.87695483e+00
5515	-0.96329021	0.93811798	-0.97417116	0.96026802	7.87695483e+00
5516	-0.96328926	0.93811655	-0.97417164	0.96026945	7.87695482e+00
5517	-0.96328878	0.93811512	-0.97417259	0.96027088	7.87695482e+00
5518	-0.96328783	0.93811369	-0.97417307	0.96027231	7.87695482e+00
5519	-0.96328735	0.93811226	-0.97417402	0.96027374	7.87695481e+00
5520	-0.96328640	0.93811083	-0.97417450	0.96027517	7.87695481e+00
5521	-0.96328592	0.93810940	-0.97417545	0.96027660	7.87695481e+00
5522	-0.96328497	0.93810797	-0.97417593	0.96027803	7.87695480e+00
5523	-0.96328402	0.93810654	-0.97417688	0.96027946	7.87695480e+00
5524	-0.96328354	0.93810511	-0.97417784	0.96028090	7.87695479e+00
5525	-0.96328259	0.93810368	-0.97417831	0.96028233	7.87695479e+00
5526	-0.96328211	0.93810225	-0.97417927	0.96028376	7.87695479e+00
5527	-0.96328115	0.93810081	-0.97417974	0.96028519	7.87695478e+00
5528	-0.96328068	0.93809938	-0.97418070	0.96028662	7.87695478e+00
5529	-0.96327972	0.93809795	-0.97418118	0.96028805	7.87695477e+00
5530	-0.96327877	0.93809652	-0.97418213	0.96028948	7.87695477e+00
5531	-0.96327829	0.93809509	-0.97418261	0.96029091	7.87695477e+00
5532	-0.96327734	0.93809366	-0.97418356	0.96029234	7.87695476e+00
5533	-0.96327686	0.93809223	-0.97418404	0.96029377	7.87695476e+00
5534	-0.96327591	0.93809080	-0.97418499	0.96029520	7.87695475e+00
5535	-0.96327543	0.93808937	-0.97418594	0.96029663	7.87695475e+00
5536	-0.96327448	0.93808794	-0.97418642	0.96029806	7.87695475e+00
5537	-0.96327400	0.93808651	-0.97418737	0.96029949	7.87695474e+00
5538	-0.96327305	0.93808508	-0.97418785	0.96030092	7.87695474e+00
5539	-0.96327209	0.93808365	-0.97418880	0.96030235	7.87695473e+00
5540	-0.96327162	0.93808222	-0.97418928	0.96030378	7.87695473e+00
5541	-0.96327066	0.93808079	-0.97419024	0.96030521	7.87695473e+00
5542	-0.96327019	0.93807936	-0.97419071	0.96030664	7.87695472e+00
5543	-0.96326923	0.93807793	-0.97419167	0.96030807	7.87695472e+00
5544	-0.96326876	0.93807650	-0.97419214	0.96030951	7.87695472e+00
5545	-0.96326780	0.93807507	-0.97419310	0.96031094	7.87695471e+00
5546	-0.96326685	0.93807364	-0.97419405	0.96031237	7.87695471e+00
5547	-0.96326637	0.93807220	-0.97419453	0.96031380	7.87695470e+00
5548	-0.96326542	0.93807077	-0.97419548	0.96031523	7.87695470e+00
5549	-0.96326494	0.93806934	-0.97419596	0.96031666	7.87695470e+00
5550	-0.96326399	0.93806791	-0.97419691	0.96031809	7.87695469e+00
5551	-0.96326351	0.93806648	-0.97419739	0.96031952	7.87695469e+00
5552	-0.96326256	0.93806505	-0.97419834	0.96032095	7.87695468e+00
5553	-0.96326208	0.93806362	-0.97419882	0.96032238	7.87695468e+00
5554	-0.96326113	0.93806219	-0.97419977	0.96032381	7.87695468e+00
5555	-0.96326017	0.93806076	-0.97420025	0.96032524	7.87695467e+00
5556	-0.96325970	0.93805933	-0.97420120	0.96032667	7.87695467e+00
5557	-0.96325874	0.93805790	-0.97420168	0.96032810	7.87695466e+00
5558	-0.96325827	0.93805647	-0.97420263	0.96032953	7.87695466e+00
5559	-0.96325731	0.93805504	-0.97420359	0.96033096	7.87695466e+00
5560	-0.96325684	0.93805361	-0.97420406	0.96033239	7.87695465e+00
5561	-0.96325588	0.93805218	-0.97420502	0.96033382	7.87695465e+00
5562	-0.96325541	0.93805075	-0.97420549	0.96033525	7.87695464e+00
5563	-0.96325445	0.93804932	-0.97420645	0.96033669	7.87695464e+00
5564	-0.96325350	0.93804789	-0.97420692	0.96033812	7.87695464e+00
5565	-0.96325302	0.93804646	-0.97420788	0.96033955	7.87695463e+00
5566	-0.96325207	0.93804502	-0.97420835	0.96034098	7.87695463e+00
5567	-0.96325159	0.93804359	-0.97420931	0.96034241	7.87695462e+00
5568	-0.96325064	0.93804216	-0.97420979	0.96034384	7.87695462e+00
5569	-0.96325016	0.93804073	-0.97421074	0.96034527	7.87695462e+00
5570	-0.96324921	0.93803930	-0.97421169	0.96034670	7.87695461e+00
5571	-0.96324825	0.93803787	-0.97421217	0.96034813	7.87695461e+00
5572	-0.96324778	0.93803644	-0.97421312	0.96034956	7.87695460e+00
5573	-0.96324682	0.93803501	-0.97421360	0.96035099	7.87695460e+00
5574	-0.96324635	0.93803358	-0.97421455	0.96035242	7.87695460e+00
5575	-0.96324539	0.93803215	-0.97421503	0.96035385	7.87695459e+00
5576	-0.96324492	0.93803072	-0.97421598	0.96035528	7.87695459e+00
5577	-0.96324396	0.93802929	-0.97421646	0.96035671	7.87695459e+00
5578	-0.96324348	0.93802786	-0.97421741	0.96035814	7.87695458e+00
5579	-0.96324253	0.93802643	-0.97421789	0.96035957	7.87695458e+00
5580	-0.96324158	0.93802500	-0.97421885	0.96036100	7.87695457e+00
5581	-0.96324110	0.93802357	-0.97421980	0.96036243	7.87695457e+00
5582	-0.96324015	0.93802214	-0.97422028	0.96036386	7.87695457e+00
5583	-0.96323967	0.93802071	-0.97422123	0.96036530	7.87695456e+00
5584	-0.96323872	0.93801928	-0.97422171	0.96036673	7.87695456e+00
5585	-0.96323824	0.93801785	-0.97422266	0.96036816	7.87695455e+00
5586	-0.96323729	0.93801641	-0.97422314	0.96036959	7.87695455e+00
5587	-0.96323633	0.93801498	-0.97422409	0.96037102	7.87695455e+00
5588	-0.96323586	0.93801355	-0.97422457	0.96037245	7.87695454e+00
5589	-0.96323490	0.93801212	-0.97422552	0.96037388	7.87695454e+00
5590	-0.96323442	0.93801069	-0.97422600	0.96037531	7.87695453e+00
5591	-0.96323347	0.93800926	-0.97422695	0.96037674	7.87695453e+00
5592	-0.96323299	0.93800783	-0.97422791	0.96037817	7.87695453e+00
5593	-0.96323204	0.93800640	-0.97422838	0.96037960	7.87695452e+00
5594	-0.96323156	0.93800497	-0.97422934	0.96038103	7.87695452e+00
5595	-0.96323061	0.93800354	-0.97422981	0.96038246	7.87695451e+00
5596	-0.96322966	0.93800211	-0.97423077	0.96038389	7.87695451e+00
5597	-0.96322918	0.93800068	-0.97423124	0.96038532	7.87695451e+00
5598	-0.96322823	0.93799925	-0.97423220	0.96038675	7.87695450e+00
5599	-0.96322775	0.93799782	-0.97423267	0.96038818	7.87695450e+00
5600	-0.96322680	0.93799639	-0.97423363	0.96038961	7.87695449e+00
5601	-0.96322632	0.93799496	-0.97423410	0.96039104	7.87695449e+00
5602	-0.96322536	0.93799353	-0.97423506	0.96039248	7.87695449e+00
5603	-0.96322441	0.93799210	-0.97423601	0.96039391	7.87695448e+00
5604	-0.96322393	0.93799067	-0.97423649	0.96039534	7.87695448e+00
5605	-0.96322298	0.93798923	-0.97423744	0.96039677	7.87695447e+00
5606	-0.96322250	0.93798780	-0.97423792	0.96039820	7.87695447e+00
5607	-0.96322155	0.93798637	-0.97423887	0.96039963	7.87695447e+00
5608	-0.96322107	0.93798494	-0.97423935	0.96040106	7.87695446e+00
5609	-0.96322012	0.93798351	-0.97424030	0.96040249	7.87695446e+00
5610	-0.96321964	0.93798208	-0.97424078	0.96040392	7.87695445e+00
5611	-0.96321869	0.93798065	-0.97424173	0.96040535	7.87695445e+00
5612	-0.96321774	0.93797922	-0.97424221	0.96040678	7.87695445e+00
5613	-0.96321726	0.93797779	-0.97424316	0.96040821	7.87695444e+00
5614	-0.96321630	0.93797636	-0.97424412	0.96040964	7.87695444e+00
5615	-0.96321583	0.93797493	-0.97424459	0.96041107	7.87695443e+00
5616	-0.96321487	0.93797350	-0.97424555	0.96041250	7.87695443e+00
5617	-0.96321440	0.93797207	-0.97424603	0.96041393	7.87695443e+00
5618	-0.96321344	0.93797064	-0.97424698	0.96041536	7.87695442e+00
5619	-0.96321297	0.93796921	-0.97424746	0.96041679	7.87695442e+00
5620	-0.96321201	0.93796778	-0.97424841	0.96041822	7.87695441e+00
5621	-0.96321106	0.93796635	-0.97424889	0.96041965	7.87695441e+00
5622	-0.96321058	0.93796492	-0.97424984	0.96042109	7.87695441e+00
5623	-0.96320963	0.93796349	-0.97425032	0.96042252	7.87695440e+00
5624	-0.96320915	0.93796206	-0.97425127	0.96042395	7.87695440e+00
5625	-0.96320820	0.93796062	-0.97425222	0.96042538	7.87695439e+00
5626	-0.96320772	0.93795919	-0.97425270	0.96042681	7.87695439e+00
5627	-0.96320677	0.93795776	-0.97425365	0.96042824	7.87695439e+00
5628	-0.96320581	0.93795633	-0.97425413	0.96042967	7.87695438e+00
5629	-0.96320534	0.93795490	-0.97425508	0.96043110	7.87695438e+00
5630	-0.96320438	0.93795347	-0.97425556	0.96043253	7.87695437e+00
5631	-0.96320391	0.93795204	-0.97425652	0.96043396	7.87695437e+00
5632	-0.96320295	0.93795061	-0.97425699	0.96043539	7.87695437e+00
5633	-0.96320248	0.93794918	-0.97425795	0.96043682	7.87695436e+00
5634	-0.96320152	0.93794775	-0.97425842	0.96043825	7.87695436e+00
5635	-0.96320105	0.93794632	-0.97425938	0.96043968	7.87695435e+00
5636	-0.96320009	0.93794489	-0.97425985	0.96044111	7.87695435e+00
5637	-0.96319914	0.93794346	-0.97426081	0.96044254	7.87695435e+00
5638	-0.96319866	0.93794203	-0.97426176	0.96044397	7.87695434e+00
5639	-0.96319771	0.93794060	-0.97426224	0.96044540	7.87695434e+00
5640	-0.96319723	0.93793917	-0.97426319	0.96044683	7.87695433e+00
5641	-0.96319628	0.93793774	-0.97426367	0.96044827	7.87695433e+00
5642	-0.96319580	0.93793631	-0.97426462	0.96044970	7.87695433e+00
5643	-0.96319485	0.93793488	-0.97426510	0.96045113	7.87695432e+00
5644	-0.96319389	0.93793344	-0.97426605	0.96045256	7.87695432e+00
5645	-0.96319342	0.93793201	-0.97426653	0.96045399	7.87695431e+00
5646	-0.96319246	0.93793058	-0.97426748	0.96045542	7.87695431e+00
5647	-0.96319199	0.93792915	-0.97426796	0.96045685	7.87695431e+00
5648	-0.96319103	0.93792772	-0.97426891	0.96045828	7.87695430e+00
5649	-0.96319056	0.93792629	-0.97426987	0.96045971	7.87695430e+00
5650	-0.96318960	0.93792486	-0.97427034	0.96046114	7.87695429e+00
5651	-0.96318913	0.93792343	-0.97427130	0.96046257	7.87695429e+00
5652	-0.96318817	0.93792200	-0.97427177	0.96046400	7.87695429e+00
5653	-0.96318722	0.93792057	-0.97427273	0.96046543	7.87695428e+00
5654	-0.96318674	0.93791914	-0.97427320	0.96046686	7.87695428e+00
5655	-0.96318579	0.93791771	-0.97427416	0.96046829	7.87695427e+00
5656	-0.96318531	0.93791628	-0.97427464	0.96046972	7.87695427e+00
5657	-0.96318436	0.93791485	-0.97427559	0.96047115	7.87695427e+00
5658	-0.96318388	0.93791342	-0.97427607	0.96047258	7.87695426e+00
5659	-0.96318293	0.93791199	-0.97427702	0.96047401	7.87695426e+00
5660	-0.96318197	0.93791056	-0.97427797	0.96047544	7.87695425e+00
5661	-0.96318150	0.93790913	-0.97427845	0.96047688	7.87695425e+00
5662	-0.96318054	0.93790770	-0.97427940	0.96047831	7.87695425e+00
5663	-0.96318007	0.93790627	-0.97427988	0.96047974	7.87695424e+00
5664	-0.96317911	0.93790483	-0.97428083	0.96048117	7.87695424e+00
5665	-0.96317863	0.93790340	-0.97428131	0.96048260	7.87695423e+00
5666	-0.96317768	0.93790197	-0.97428226	0.96048403	7.87695423e+00
5667	-0.96317720	0.93790054	-0.97428274	0.96048546	7.87695423e+00
5668	-0.96317625	0.93789911	-0.97428370	0.96048689	7.87695422e+00
5669	-0.96317530	0.93789768	-0.97428417	0.96048832	7.87695422e+00
5670	-0.96317482	0.93789625	-0.97428513	0.96048975	7.87695421e+00
5671	-0.96317387	0.93789482	-0.97428608	0.96049118	7.87695421e+00
5672	-0.96317339	0.93789339	-0.97428656	0.96049261	7.87695421e+00
5673	-0.96317244	0.93789196	-0.97428751	0.96049404	7.87695420e+00
5674	-0.96317196	0.93789053	-0.97428799	0.96049547	7.87695420e+00
5675	-0.96317101	0.93788910	-0.97428894	0.96049690	7.87695419e+00
5676	-0.96317005	0.93788767	-0.97428942	0.96049833	7.87695419e+00
5677	-0.96316957	0.93788624	-0.97429037	0.96049976	7.87695419e+00
5678	-0.96316862	0.93788481	-0.97429085	0.96050119	7.87695418e+00
5679	-0.96316814	0.93788338	-0.97429180	0.96050262	7.87695418e+00
5680	-0.96316719	0.93788195	-0.97429228	0.96050406	7.87695417e+00
5681	-0.96316671	0.93788052	-0.97429323	0.96050549	7.87695417e+00
5682	-0.96316576	0.93787909	-0.97429419	0.96050692	7.87695417e+00
5683	-0.96316528	0.93787766	-0.97429466	0.96050835	7.87695416e+00
5684	-0.96316433	0.93787622	-0.97429562	0.96050978	7.87695416e+00
5685	-0.96316338	0.93787479	-0.97429609	0.96051121	7.87695415e+00
5686	-0.96316290	0.93787336	-0.97429705	0.96051264	7.87695415e+00
5687	-0.96316195	0.93787193	-0.97429752	0.96051407	7.87695415e+00
5688	-0.96316147	0.93787050	-0.97429848	0.96051550	7.87695414e+00
5689	-0.96316051	0.93786907	-0.97429895	0.96051693	7.87695414e+00
5690	-0.96316004	0.93786764	-0.97429991	0.96051836	7.87695413e+00
5691	-0.96315908	0.93786621	-0.97430038	0.96051979	7.87695413e+00
5692	-0.96315813	0.93786478	-0.97430134	0.96052122	7.87695413e+00
5693	-0.96315765	0.93786335	-0.97430229	0.96052265	7.87695412e+00
5694	-0.96315670	0.93786192	-0.97430277	0.96052408	7.87695412e+00
5695	-0.96315622	0.93786049	-0.97430372	0.96052551	7.87695411e+00
5696	-0.96315527	0.93785906	-0.97430420	0.96052694	7.87695411e+00
5697	-0.96315479	0.93785763	-0.97430515	0.96052837	7.87695411e+00
5698	-0.96315384	0.93785620	-0.97430563	0.96052980	7.87695410e+00
5699	-0.96315336	0.93785477	-0.97430658	0.96053123	7.87695410e+00
5700	-0.96315241	0.93785334	-0.97430706	0.96053267	7.87695409e+00
5701	-0.96315145	0.93785191	-0.97430801	0.96053410	7.87695409e+00
5702	-0.96315098	0.93785048	-0.97430849	0.96053553	7.87695409e+00
5703	-0.96315002	0.93784904	-0.97430944	0.96053696	7.87695408e+00
